2025-01-26 17:53:52.340562
23.00	53.00	312	334	594
23.00	53.00	318	343	611
23.00	53.00	319	344	608
23.00	53.00	318	344	604
23.00	53.00	318	343	594
23.00	53.00	319	343	593
23.00	53.00	322	343	588
23.00	53.00	324	344	589
23.00	53.00	327	343	599
23.00	53.00	326	343	602
23.00	53.00	330	343	611
23.00	53.00	330	343	612
23.00	53.00	328	343	608
23.00	53.00	329	344	605
23.00	53.00	325	343	594
23.00	53.00	318	342	598
23.00	53.00	327	343	608
23.00	53.00	328	344	589
23.00	53.00	318	344	611
23.00	53.00	324	344	595
23.00	53.00	329	342	598
23.00	53.00	321	343	608
23.00	53.00	320	343	589
23.00	53.00	329	343	611
23.00	53.00	324	342	596
23.00	53.00	318	343	596
23.00	53.00	327	343	609
23.00	53.00	328	343	589
23.00	53.00	317	343	611
23.00	53.00	324	344	595
23.00	53.00	329	343	597
23.00	53.00	321	344	609
23.00	53.00	321	344	590
23.00	53.00	329	343	611
23.00	53.00	325	344	595
23.00	53.00	317	343	598
23.00	53.00	328	343	609
23.00	53.00	327	342	589
23.00	53.00	318	344	611
23.00	53.00	325	343	596
23.00	53.00	328	343	598
23.00	53.00	320	342	610
23.00	53.00	320	343	589
23.00	53.00	329	342	611
23.00	53.00	325	343	597
23.00	53.00	318	344	598
23.00	53.00	328	344	609
23.00	53.00	328	343	589
23.00	53.00	317	344	610
23.00	53.00	325	342	598
23.00	53.00	329	344	598
23.00	53.00	321	344	609
23.00	53.00	321	344	590
23.00	53.00	330	344	610
23.00	53.00	326	345	597
23.00	53.00	318	344	597
23.00	53.00	328	344	610
23.00	53.00	328	343	591
23.00	53.00	319	344	611
23.00	53.00	325	343	598
23.00	53.00	329	343	597
23.00	53.00	321	344	611
23.00	53.00	321	344	591
23.00	53.00	330	343	611
23.00	53.00	325	344	597
23.00	53.00	318	344	597
23.00	53.00	328	343	611
23.00	53.00	328	344	591
23.00	53.00	318	343	611
23.00	53.00	326	342	597
23.00	53.00	330	344	598
23.00	53.00	320	344	611
23.00	53.00	321	343	591
23.00	53.00	329	343	609
23.00	53.00	326	344	598
23.00	53.00	318	344	597
23.00	53.00	328	344	611
23.00	53.00	328	343	590
23.00	53.00	319	344	610
23.00	53.00	325	344	599
22.90	53.00	315	334	589
22.90	53.00	324	342	603
22.90	53.00	322	344	611
22.90	53.00	321	343	611
22.90	53.00	320	343	607
22.90	53.00	321	343	589
22.90	53.00	329	344	608
22.90	53.00	324	342	598
22.90	53.00	317	343	595
22.90	53.00	328	344	610
22.90	53.00	328	343	590
22.90	53.00	317	343	609
22.90	53.00	325	343	599
22.90	53.00	328	344	596
22.90	53.00	320	343	611
22.90	53.00	321	343	590
22.90	53.00	328	343	609
22.90	53.00	325	343	598
22.90	53.00	317	343	595
22.90	53.00	328	343	612
22.90	53.00	328	344	590
22.90	53.00	318	343	608
22.90	53.00	325	343	598
22.90	53.00	329	343	595
22.90	53.00	320	344	611
22.90	53.00	321	343	589
22.90	53.00	330	343	608
22.90	53.00	325	343	599
22.90	53.00	318	343	595
22.90	53.00	328	343	611
22.90	53.00	328	344	590
22.90	53.00	318	342	608
22.90	53.00	326	344	600
22.90	53.00	329	343	596
22.90	53.00	320	343	611
22.90	53.00	322	344	590
22.90	53.00	329	343	608
22.90	53.00	324	343	600
22.90	53.00	318	343	595
22.90	53.00	328	344	611
22.90	53.00	328	344	590
22.90	53.00	317	344	608
22.90	53.00	326	344	600
22.90	53.00	329	343	595
22.90	53.00	320	344	612
22.90	53.00	322	344	591
22.90	53.00	330	344	609
22.90	53.00	324	344	601
22.90	53.00	319	343	596
22.90	53.00	329	344	612
22.90	53.00	328	343	591
22.90	53.00	318	343	607
22.90	53.00	326	344	600
22.90	53.00	330	344	596
22.90	53.00	320	344	612
22.90	53.00	322	344	591
22.90	53.00	330	343	607
22.90	53.00	324	344	601
22.90	53.00	319	343	595
22.90	53.00	329	344	612
22.90	53.00	328	344	591
22.90	53.00	318	344	608
22.90	53.00	326	343	601
22.90	53.00	329	344	595
22.90	53.00	320	344	612
22.90	53.00	321	344	591
22.90	53.00	330	344	608
22.90	53.00	325	343	601
22.90	53.00	319	344	595
22.90	53.00	329	344	612
22.90	53.00	328	343	591
22.90	53.00	318	343	607
22.90	53.00	326	344	601
22.90	53.00	329	343	595
22.90	53.00	320	343	612
22.90	53.00	323	344	592
22.90	53.00	330	344	607
22.90	53.00	324	344	602
22.90	53.00	320	334	592
22.90	53.00	327	343	613
22.90	53.00	328	342	612
22.90	53.00	328	344	603
22.90	53.00	329	342	601
22.90	53.00	326	343	590
22.90	53.00	317	344	606
22.90	53.00	326	344	602
22.90	53.00	328	343	594
22.90	53.00	319	344	613
22.90	53.00	322	344	590
22.90	53.00	329	343	606
22.90	53.00	323	343	601
22.90	53.00	318	342	593
22.90	53.00	328	343	612
22.90	53.00	326	343	590
22.90	53.00	317	344	605
22.90	53.00	325	343	601
22.90	53.00	329	343	594
22.90	53.00	319	343	612
22.90	53.00	322	344	591
22.90	53.00	329	343	605
22.90	53.00	323	344	602
22.90	53.00	319	342	593
22.90	53.00	329	344	613
22.90	53.00	327	344	591
22.90	53.00	317	344	605
22.90	53.00	327	344	603
22.90	53.00	328	343	593
22.90	53.00	320	343	612
22.90	53.00	322	343	590
22.90	53.00	329	343	605
22.90	53.00	323	343	604
22.90	53.00	319	343	593
22.90	53.00	329	344	613
22.90	53.00	328	344	591
22.90	53.00	318	344	604
22.90	53.00	327	344	603
22.90	53.00	329	343	593
22.90	53.00	319	343	612
22.90	53.00	323	344	591
22.90	53.00	330	344	605
22.90	53.00	323	343	603
22.90	53.00	319	343	593
22.90	53.00	329	343	613
22.90	53.00	327	344	592
22.90	53.00	317	343	604
22.90	53.00	327	344	605
22.90	53.00	329	344	594
22.90	53.00	319	344	613
22.90	53.00	323	344	592
22.90	53.00	330	343	605
22.90	53.00	324	344	605
22.90	53.00	320	344	593
22.90	53.00	329	344	614
22.90	53.00	328	344	593
22.90	53.00	318	344	605
22.90	53.00	326	344	604
22.90	53.00	329	345	594
22.90	53.00	319	344	613
22.90	53.00	323	343	592
22.90	53.00	329	345	604
22.90	53.00	323	344	605
22.90	53.00	320	345	593
22.90	53.00	329	343	613
22.90	53.00	327	344	593
22.90	53.00	317	344	604
22.90	53.00	327	343	605
22.90	53.00	329	343	593
22.90	53.00	319	343	614
22.90	53.00	323	343	593
22.90	53.00	329	344	603
22.90	53.00	323	343	605
22.90	53.00	320	343	593
22.90	53.00	329	344	613
22.90	53.00	327	343	592
22.90	53.00	317	344	604
22.90	53.00	327	344	605
23.00	53.00	313	334	593
23.00	53.00	321	343	608
23.00	53.00	318	342	612
23.00	53.00	318	343	610
23.00	53.00	318	343	600
23.00	53.00	323	344	591
23.00	53.00	329	343	603
23.00	53.00	322	343	604
23.00	53.00	319	343	592
23.00	53.00	328	343	613
23.00	53.00	327	344	593
23.00	53.00	317	343	602
23.00	53.00	327	344	605
23.00	53.00	329	343	593
23.00	53.00	318	343	612
23.00	53.00	323	343	592
23.00	53.00	329	343	601
23.00	53.00	322	343	604
23.00	53.00	320	344	592
23.00	53.00	329	344	613
23.00	53.00	326	343	593
23.00	53.00	317	343	603
23.00	53.00	326	343	604
23.00	53.00	329	343	591
23.00	53.00	318	343	612
23.00	53.00	324	343	592
23.00	53.00	329	344	602
23.00	53.00	323	343	605
23.00	53.00	320	344	592
23.00	53.00	329	344	613
23.00	53.00	326	343	593
23.00	53.00	317	342	602
23.00	53.00	327	344	606
23.00	53.00	329	344	593
23.00	53.00	318	343	612
23.00	53.00	323	344	593
23.00	53.00	329	344	601
23.00	53.00	323	343	605
23.00	53.00	319	343	592
23.00	53.00	329	342	612
23.00	53.00	326	344	593
23.00	53.00	317	343	603
23.00	53.00	327	343	605
23.00	53.00	329	342	591
23.00	53.00	319	344	613
23.00	53.00	324	344	594
23.00	53.00	330	344	603
23.00	53.00	323	344	606
23.00	53.00	320	343	592
23.00	53.00	329	345	613
23.00	53.00	327	344	593
23.00	53.00	318	344	604
23.00	53.00	327	344	606
23.00	53.00	329	343	591
23.00	53.00	319	344	613
23.00	53.00	324	344	593
23.00	53.00	330	344	602
23.00	53.00	323	343	607
23.00	53.00	320	344	592
23.00	53.00	330	344	614
23.00	53.00	326	343	593
23.00	53.00	318	344	603
23.00	53.00	328	344	607
23.00	53.00	329	344	591
23.00	53.00	320	344	614
23.00	53.00	324	343	593
23.00	53.00	330	343	602
23.00	53.00	322	344	607
23.00	53.00	320	343	592
23.00	53.00	329	344	613
23.00	53.00	327	344	593
23.00	53.00	318	344	601
23.00	53.00	327	344	607
23.00	53.00	329	343	591
23.00	53.00	320	344	613
23.00	53.00	324	344	593
23.00	53.00	330	344	603
23.00	53.00	322	344	606
22.90	52.00	320	335	596
22.90	52.00	328	344	612
22.90	52.00	331	342	609
22.90	52.00	329	344	598
22.90	52.00	331	343	596
22.90	52.00	326	343	594
22.90	52.00	317	343	601
22.90	52.00	327	343	606
22.90	52.00	328	342	591
22.90	52.00	317	343	612
22.90	52.00	324	342	593
22.90	52.00	329	343	600
22.90	52.00	322	342	607
22.90	52.00	320	344	591
22.90	52.00	329	343	612
22.90	52.00	326	344	594
22.90	52.00	317	343	600
22.90	52.00	327	344	607
22.90	52.00	328	343	590
22.90	52.00	318	343	611
22.90	52.00	324	343	595
22.90	52.00	329	343	600
22.90	52.00	322	343	607
22.90	52.00	320	343	592
22.90	52.00	330	344	613
22.90	52.00	326	343	594
22.90	52.00	318	344	600
22.90	52.00	328	343	607
22.90	52.00	329	343	591
22.90	52.00	319	344	613
22.90	52.00	324	344	594
22.90	52.00	330	344	600
22.90	52.00	322	344	607
22.90	52.00	320	343	592
22.90	52.00	329	343	612
22.90	52.00	326	343	595
22.90	52.00	318	343	601
22.90	52.00	328	344	607
22.90	52.00	328	343	592
22.90	52.00	318	343	612
22.90	52.00	324	344	595
22.90	52.00	329	343	600
22.90	52.00	321	343	607
22.90	52.00	320	343	591
22.90	52.00	329	345	613
22.90	52.00	326	343	595
22.90	52.00	318	344	601
22.90	52.00	328	344	609
22.90	52.00	329	343	591
22.90	52.00	319	343	613
22.90	52.00	325	343	596
22.90	52.00	330	343	601
22.90	52.00	322	343	609
22.90	52.00	321	344	591
22.90	52.00	330	344	613
22.90	52.00	326	343	595
22.90	52.00	318	343	600
22.90	52.00	328	345	609
22.90	52.00	329	344	592
22.90	52.00	319	344	612
22.90	52.00	325	345	595
22.90	52.00	330	344	600
22.90	52.00	322	344	608
22.90	52.00	320	343	590
22.90	52.00	329	343	613
22.90	52.00	327	344	595
22.90	52.00	318	344	600
22.90	52.00	328	343	608
22.90	52.00	329	343	592
22.90	52.00	319	344	613
22.90	52.00	325	344	596
22.90	52.00	329	343	600
22.90	52.00	322	343	609
22.90	52.00	321	343	591
22.90	52.00	330	343	613
22.90	52.00	326	343	596
22.90	52.00	318	343	600
22.90	52.00	328	344	609
22.90	52.00	311	334	595
22.90	52.00	320	343	612
22.90	52.00	318	343	611
22.90	52.00	318	343	606
22.90	52.00	318	343	596
22.90	52.00	325	343	595
22.90	52.00	329	344	598
22.90	52.00	321	343	609
22.90	52.00	320	344	590
22.90	52.00	329	343	611
22.90	52.00	326	342	595
22.90	52.00	318	343	598
22.90	52.00	327	344	608
22.90	52.00	328	343	590
22.90	52.00	317	343	610
22.90	52.00	324	343	595
22.90	52.00	330	344	599
22.90	52.00	321	344	609
22.90	52.00	320	342	590
22.90	52.00	329	343	611
22.90	52.00	325	344	595
22.90	52.00	318	343	599
22.90	52.00	327	344	608
22.90	52.00	328	343	590
22.90	52.00	318	344	611
22.90	52.00	324	343	595
22.90	52.00	330	344	599
22.90	52.00	321	344	608
22.90	52.00	321	344	591
22.90	52.00	329	343	611
22.90	52.00	326	343	595
22.90	52.00	318	344	598
22.90	52.00	328	344	609
22.90	52.00	328	344	590
22.90	52.00	319	344	611
22.90	52.00	325	344	596
22.90	52.00	330	344	598
22.90	52.00	321	344	609
22.90	52.00	321	344	590
