2025-01-26 17:57:41.789491
23.00	51.00	323	335	574
23.00	51.00	323	336	592
23.00	51.00	326	342	605
23.00	51.00	334	344	599
23.00	51.00	333	344	580
23.00	51.00	321	344	607
23.00	51.00	327	344	583
23.00	51.00	332	344	592
23.00	51.00	325	344	600
23.00	51.00	322	343	579
23.00	51.00	331	343	607
23.00	51.00	329	344	584
23.00	51.00	320	344	590
23.00	51.00	330	343	601
23.00	51.00	331	344	580
23.00	51.00	320	343	605
23.00	51.00	328	344	586
23.00	51.00	332	344	589
23.00	51.00	324	344	602
23.00	51.00	323	344	579
23.00	51.00	331	343	606
23.00	51.00	328	344	588
23.00	51.00	320	344	588
23.00	51.00	330	344	604
23.00	51.00	331	344	579
23.00	51.00	319	344	604
23.00	51.00	327	343	589
23.00	51.00	331	345	588
23.00	51.00	323	344	605
23.00	51.00	323	344	580
23.00	51.00	332	344	603
23.00	51.00	327	343	591
23.00	51.00	321	344	586
23.00	51.00	331	344	606
23.00	51.00	330	344	580
23.00	51.00	319	343	602
23.00	51.00	328	344	592
23.00	51.00	332	343	586
23.00	51.00	322	344	606
23.00	51.00	324	344	579
23.00	51.00	331	344	599
23.00	51.00	327	344	594
23.00	51.00	321	345	585
23.00	51.00	331	343	607
23.00	51.00	329	344	580
23.00	51.00	319	345	599
23.00	51.00	329	344	596
23.00	51.00	332	344	584
23.00	51.00	321	345	608
23.00	51.00	326	344	582
23.00	51.00	332	345	597
23.00	51.00	325	344	598
23.00	51.00	321	344	583
23.00	51.00	331	345	608
23.00	51.00	330	343	583
23.00	51.00	320	344	595
23.00	51.00	330	344	599
23.00	51.00	331	345	581
23.00	51.00	320	344	609
23.00	51.00	325	343	583
23.00	51.00	332	344	593
23.00	51.00	325	344	601
23.00	51.00	322	344	582
23.00	51.00	332	345	608
23.00	51.00	328	344	584
23.00	51.00	320	345	592
23.00	51.00	330	344	601
23.00	51.00	331	344	580
23.00	51.00	321	345	607
23.00	51.00	327	344	586
23.00	51.00	332	344	592
23.00	51.00	324	344	602
23.00	51.00	323	344	579
23.00	51.00	332	344	607
23.00	51.00	328	343	588
23.00	51.00	320	345	589
23.00	51.00	331	345	604
23.00	51.00	331	343	580
23.00	51.00	320	344	606
23.00	51.00	327	346	588
22.90	52.00	316	335	582
22.90	52.00	320	343	601
22.90	52.00	327	344	589
22.90	52.00	331	344	586
22.90	52.00	322	344	604
22.90	52.00	323	344	579
22.90	52.00	331	345	602
22.90	52.00	326	344	591
22.90	52.00	319	343	585
22.90	52.00	330	344	606
22.90	52.00	329	343	578
22.90	52.00	319	343	601
22.90	52.00	328	344	593
22.90	52.00	331	344	585
22.90	52.00	321	344	606
22.90	52.00	323	343	580
22.90	52.00	332	343	599
22.90	52.00	325	344	593
22.90	52.00	320	343	584
22.90	52.00	331	343	606
22.90	52.00	329	343	581
22.90	52.00	319	343	598
22.90	52.00	328	343	596
22.90	52.00	331	344	582
22.90	52.00	321	345	607
22.90	52.00	325	344	583
22.90	52.00	331	343	596
22.90	52.00	324	345	597
22.90	52.00	321	344	581
22.90	52.00	331	344	608
22.90	52.00	329	345	583
22.90	52.00	318	343	595
22.90	52.00	329	344	599
22.90	52.00	331	344	581
22.90	52.00	321	344	608
22.90	52.00	326	344	583
22.90	52.00	332	344	593
22.90	52.00	324	343	599
22.90	52.00	322	344	581
22.90	52.00	332	344	607
22.90	52.00	327	344	585
22.90	52.00	320	343	591
22.90	52.00	330	343	602
22.90	52.00	331	344	579
22.90	52.00	320	344	607
22.90	52.00	327	344	586
22.90	52.00	331	344	590
22.90	52.00	323	345	604
22.90	52.00	323	343	580
22.90	52.00	332	345	606
22.90	52.00	328	344	589
22.90	52.00	320	345	588
22.90	52.00	330	344	606
22.90	52.00	331	344	580
22.90	52.00	320	344	605
22.90	52.00	328	344	590
22.90	52.00	332	344	588
22.90	52.00	322	343	606
22.90	52.00	324	344	580
22.90	52.00	331	344	603
22.90	52.00	327	345	592
22.90	52.00	320	345	587
22.90	52.00	331	344	607
22.90	52.00	331	345	580
22.90	52.00	319	344	602
22.90	52.00	328	344	593
22.90	52.00	332	345	586
22.90	52.00	321	344	607
22.90	52.00	324	344	581
22.90	52.00	332	344	600
22.90	52.00	326	344	596
22.90	52.00	321	345	584
22.90	52.00	331	344	608
22.90	52.00	330	344	580
22.90	52.00	320	346	599
22.90	52.00	329	344	596
22.90	52.00	331	344	583
22.90	52.00	321	344	609
22.90	51.00	323	335	588
22.90	51.00	330	343	580
22.90	51.00	320	344	607
22.90	51.00	324	344	582
22.90	51.00	330	343	594
22.90	51.00	324	343	599
22.90	51.00	321	345	581
22.90	51.00	330	343	608
22.90	51.00	328	344	582
22.90	51.00	318	343	593
22.90	51.00	328	343	600
22.90	51.00	330	344	581
22.90	51.00	320	344	607
22.90	51.00	325	344	585
22.90	51.00	331	344	591
22.90	51.00	323	344	601
22.90	51.00	322	344	579
22.90	51.00	331	343	605
22.90	51.00	328	343	586
22.90	51.00	319	343	590
22.90	51.00	330	344	602
22.90	51.00	331	343	579
22.90	51.00	319	344	606
22.90	51.00	326	343	586
22.90	51.00	331	344	589
22.90	51.00	322	344	603
22.90	51.00	322	344	579
22.90	51.00	331	344	605
22.90	51.00	326	343	588
22.90	51.00	320	344	588
22.90	51.00	330	344	605
22.90	51.00	330	345	579
22.90	51.00	319	344	604
22.90	51.00	328	344	590
22.90	51.00	331	345	588
22.90	51.00	322	344	606
22.90	51.00	323	343	580
22.90	51.00	332	344	602
22.90	51.00	326	344	592
